キャリア,地域,都道府県,店名,住所,URL,店舗コード,開店日,緯度,経度,取得元,取得日
rakuten,沖縄,沖縄県,コジマ×ビックカメラ 那覇店,900-0003 沖縄県那覇市字安謝664-5,https://network.mobile.rakuten.co.jp/shop-detail/8588/,8588,2025-08-27,26.24069128701962,127.69004511800773,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,テックランド那覇本店,900-0006 沖縄県那覇市おもろまち2丁目5-33,https://network.mobile.rakuten.co.jp/shop-detail/8661/,8661,2025-08-30,26.226407275324654,127.69185577605265,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,ベスト電器 イオン具志川店,904-2235 沖縄県うるま市字前原幸崎原303番地 イオン具志川SC内,https://network.mobile.rakuten.co.jp/shop-detail/8592/,8592,2025-07-05,26.33891573760307,127.84535232557023,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,ベスト電器 イオン那覇店,901-0155 沖縄県那覇市金城5丁目10-2,https://network.mobile.rakuten.co.jp/shop-detail/8403/,8403,2022-06-24,26.19771242,127.6659942,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,ベスト電器 イオン南風原店,901-1104 沖縄県島尻郡南風原町字宮平264,https://network.mobile.rakuten.co.jp/shop-detail/8404/,8404,2022-06-24,26.20145219,127.7387344,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル イーアス沖縄豊崎店,901-0225 沖縄県豊見城市豊崎3-35 イーアス沖縄豊崎 3F,https://network.mobile.rakuten.co.jp/shop-detail/1388/,1388,2026-01-26,26.157897,127.6513276,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル イオンタウン南城大里店,901-1205 沖縄県南城市大里高平972 イオンタウン南城大里,https://network.mobile.rakuten.co.jp/shop-detail/8790/,8790,2025-09-30,26.173743,127.7448518,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル イオンモール沖縄ライカム店,901-2306 沖縄県中頭郡北中城村字ライカム1番地 イオンモール沖縄ライカム4F,https://network.mobile.rakuten.co.jp/shop-detail/7831/,7831,2021-09-17,26.31444,127.79583,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル うるま店,904-2214 沖縄県うるま市安慶名2丁目1-2 1F,https://network.mobile.rakuten.co.jp/shop-detail/1176/,1176,2025-12-01,26.37556565884438,127.85392997147609,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル カーゴス国際通り店,902-0067 沖縄県那覇市安里2丁目1-1 CARGOES（カーゴス）2F,https://network.mobile.rakuten.co.jp/shop-detail/8934/,8934,2025-10-31,26.217815653470872,127.69362016197856,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル タウンプラザかねひで 大宮市場店,905-0011 沖縄県名護市宮里6丁目8-18 タウンプラザかねひで 大宮市場 1F,https://network.mobile.rakuten.co.jp/shop-detail/1447/,1447,2026-06-15,26.60124374249935,127.97500009449077,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル タウンプラザかねひでコザ十字路市場店,904-0003 沖縄県沖縄市住吉1丁目1-4 タウンプラザかねひでコザ十字路市場 1F,https://network.mobile.rakuten.co.jp/shop-detail/1354/,1354,2025-12-25,26.3389097,127.8120267,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル 沖縄パルコシティ店,901-2123 沖縄県浦添市西洲3丁目1-1 パルコシティ3F,https://network.mobile.rakuten.co.jp/shop-detail/6681/,6681,2019-06-27,26.261839,127.698005,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル 宮古島店,906-0012 沖縄県宮古島市平良西里849-7 AZAMI７宮古島 1F,https://network.mobile.rakuten.co.jp/shop-detail/1460/,1460,2026-03-18,24.79734968381082,125.29678843940609,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル 経塚店,901-2111 沖縄県浦添市経塚608-1 1F,https://network.mobile.rakuten.co.jp/shop-detail/1297/,1297,2025-12-18,26.234177747960686,127.72278210369488,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル 糸満店,901-0303 沖縄県糸満市兼城339-8 2F,https://network.mobile.rakuten.co.jp/shop-detail/1067/,1067,2025-11-24,26.140919899323535,127.67111701099805,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル 石垣店,907-0004 沖縄県石垣市字登野城125,https://network.mobile.rakuten.co.jp/shop-detail/1376/,1376,2026-01-16,24.339487,124.160257,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル 那覇OPA店,900-0021 沖縄県那覇市泉崎1丁目20-1 カフーナ旭橋A街区 那覇OPA 2F,https://network.mobile.rakuten.co.jp/shop-detail/1507/,1507,2026-08-07,26.21124873260591,127.67704965250967,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,沖縄,沖縄県,楽天モバイル 那覇赤嶺店,901-0154 沖縄県那覇市赤嶺1丁目3-11 1F,https://network.mobile.rakuten.co.jp/shop-detail/1298/,1298,2025-12-18,26.19352856818844,127.66270738933429,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,Tecc LIFE SELECT 盛岡本店,020-0857 岩手県盛岡市北飯岡1丁目1-1,https://network.mobile.rakuten.co.jp/shop-detail/8124/,8124,2022-01-14,39.67933235,141.1345376,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,ケーズデンキ 一関店,021-0002 岩手県一関市中里荒谷50,https://network.mobile.rakuten.co.jp/shop-detail/8441/,8441,2022-10-01,38.93950449,141.1526387,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,ケーズデンキ 奥州水沢本店,023-0003 岩手県奥州市水沢佐倉河川原田65,https://network.mobile.rakuten.co.jp/shop-detail/2521/,2521,2017-07-21,39.145767,141.151226,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,ケーズデンキ 花巻店,025-0003 岩手県花巻市東宮野目12-18-17,https://network.mobile.rakuten.co.jp/shop-detail/8607/,8607,2025-09-01,39.40745184967568,141.12688212518376,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,ケーズデンキ 盛岡南店,020-0831 岩手県盛岡市三本柳五地割58,https://network.mobile.rakuten.co.jp/shop-detail/8573/,8573,2025-07-01,39.660456902052175,141.1627292679097,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,ケーズデンキ 盛岡北店,020-0133 岩手県盛岡市青山4丁目46-8,https://network.mobile.rakuten.co.jp/shop-detail/1225/,1225,2026-01-30,39.732705086568316,141.11594454825942,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,ケーズデンキ 北上店,024-0072 岩手県北上市北鬼柳31地割70,https://network.mobile.rakuten.co.jp/shop-detail/8374/,8374,2022-06-06,39.28391766,141.1045149,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,楽天モバイル monaka店,020-0871 岩手県盛岡市中ノ橋通1丁目6-8 monaka店 2F,https://network.mobile.rakuten.co.jp/shop-detail/8828/,8828,2025-10-09,39.69938481303756,141.15583863292076,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,楽天モバイル イオンスーパーセンター一関店,029-0131 岩手県一関市狐禅寺石ノ瀬11-1 イオンスーパーセンター一関 1F,https://network.mobile.rakuten.co.jp/shop-detail/1204/,1204,2025-12-08,38.93966703243204,141.15371007663038,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,楽天モバイル イオンタウン釜石店,026-0011 岩手県釜石市港町2丁目1-1 イオンタウン釜石 3F 316-1区画,https://network.mobile.rakuten.co.jp/shop-detail/8882/,8882,2025-10-31,39.2711827,141.8816309,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,楽天モバイル イオンモール盛岡店,020-0148 岩手県盛岡市前潟4丁目7-1 イオンモール盛岡 2F 217区画,https://network.mobile.rakuten.co.jp/shop-detail/1433/,1433,2026-05-29,39.71150405720357,141.0993594988261,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,楽天モバイル イオンモール盛岡南店,020-0866 岩手県盛岡市本宮7丁目1-1 イオンモール盛岡南3F,https://network.mobile.rakuten.co.jp/shop-detail/6881/,6881,2018-10-18,39.683869,141.128710,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,楽天モバイル コープアテルイ水沢店​,023-0003 岩手県奥州市水沢佐倉河東沖ノ目123 コープAterui 1F,https://network.mobile.rakuten.co.jp/shop-detail/1118/,1118,2025-11-28,39.14820578629488,141.15635831598036,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,岩手県,楽天モバイル 盛岡フェザン店,020-0034 岩手県盛岡市盛岡駅前通1-44 盛岡駅ビル フェザン おでんせ館 1F 154区画,https://network.mobile.rakuten.co.jp/shop-detail/1380/,1380,2026-01-19,39.70142319841107,141.13640182824523,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,Tecc LIFE SELECT イオンタウン大垣店,503-0808 岐阜県大垣市三塚町丹瀬463-1 イオンタウン大垣WEST館 1F,https://network.mobile.rakuten.co.jp/shop-detail/8539/,8539,2025-03-28,35.36522300577126,136.6286327109047,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,エディオン 可児今渡店,509-0207 岐阜県可児市今渡840-2,https://network.mobile.rakuten.co.jp/shop-detail/4481/,4481,2018-09-07,35.431171,137.039085,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,エディオン 関店,501-3247 岐阜県関市池田町1番地,https://network.mobile.rakuten.co.jp/shop-detail/1035/,1035,2026-01-30,35.496539759289405,136.90020761539986,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,エディオン 高山店,506-0055 岐阜県高山市上岡本町7丁目93-1,https://network.mobile.rakuten.co.jp/shop-detail/8544/,8544,2025-04-15,36.144264,137.243457,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,エディオン 多治見インター店,507-0051 岐阜県多治見市西坂町5丁目31-1,https://network.mobile.rakuten.co.jp/shop-detail/5401/,5401,2018-12-21,35.349665,137.104936,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,エディオン 大垣ベルプラザ店,503-0026 岐阜県大垣市室村町3丁目74-5,https://network.mobile.rakuten.co.jp/shop-detail/1047/,1047,2025-11-28,35.36926619244833,136.61019199284868,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,ケーズデンキ 岐阜宇佐店,500-8367 岐阜県岐阜市宇佐南1丁目7-1,https://network.mobile.rakuten.co.jp/shop-detail/3751/,3751,2018-06-28,35.397246,136.735763,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,ケーズデンキ 美濃加茂店,505-0036 岐阜県美濃加茂市山手町2丁目92,https://network.mobile.rakuten.co.jp/shop-detail/4631/,4631,2018-09-27,35.450649,137.014034,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,ジョーシン 各務原イオンモール店,504-0943 岐阜県各務原市那加萱場町3-8 イオンモール各務原インター 1F,https://network.mobile.rakuten.co.jp/shop-detail/8759/,8759,2025-10-09,35.3924558,136.8232036,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,ジョーシン 多治見店,507-0022 岐阜県多治見市上山町1丁目176,https://network.mobile.rakuten.co.jp/shop-detail/3621/,3621,2018-06-28,35.339348,137.133957,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,ジョーシン 大垣イオンモール店,503-0933 岐阜県大垣市外野2丁目100 イオンモール大垣1F,https://network.mobile.rakuten.co.jp/shop-detail/3471/,3471,2018-06-07,35.336727,136.614151,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,ジョーシン 土岐イオンモール店,509-5122 岐阜県土岐市土岐津町土岐口1372-1 イオンモール土岐 2F,https://network.mobile.rakuten.co.jp/shop-detail/8447/,8447,2022-10-04,35.34692615,137.1541409,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,テックランド マーサ21店,502-0882 岐阜県岐阜市正木中1丁目2-1 MASA21内北館2F,https://network.mobile.rakuten.co.jp/shop-detail/8456/,8456,2022-10-27,35.44819,136.74515,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,テックランド岐阜本店,500-8384 岐阜県岐阜市薮田南4丁目11-7,https://network.mobile.rakuten.co.jp/shop-detail/8943/,8943,2025-11-08,35.393738,136.7191872,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル MEGAドン・キホーテUNY岐阜店,500-8462 岐阜県岐阜市加納神明町6丁目1 MEGAドン・キホーテUNY岐阜 2F,https://network.mobile.rakuten.co.jp/shop-detail/1054/,1054,2025-11-25,35.4014959082556,136.74888245764885,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル イオンタウン大垣店,503-0808 岐阜県大垣市三塚町丹瀬 463-1 イオンタウン大垣店 2F 220-1区画,https://network.mobile.rakuten.co.jp/shop-detail/1296/,1296,2025-12-20,35.365888692614625,136.6305111240889,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル イオンモール大垣店,503-0933 岐阜県大垣市外野2丁目100 イオンモール大垣2F,https://network.mobile.rakuten.co.jp/shop-detail/6581/,6581,2019-06-28,35.336885,136.614064,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル イオンモール土岐店,509-5122 岐阜県土岐市土岐津町土岐口1372-1 イオンモール土岐 1F,https://network.mobile.rakuten.co.jp/shop-detail/8440/,8440,2022-10-04,35.34582,137.15283,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル イオン柳津 出張販売店,501-6104 岐阜県岐阜市柳津町本郷4丁目1-1 イオン柳津　1F,https://network.mobile.rakuten.co.jp/shop-detail/8827/,8827,2025-10-10,35.3673438,136.7442507,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル カラフルタウン岐阜店,501-6115 岐阜県岐阜市柳津町丸野3丁目3-6 カラフルタウン岐阜1F 区画番号364番,https://network.mobile.rakuten.co.jp/shop-detail/7921/,7921,2021-12-17,35.36244287,136.7311291,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル サピーショッピングセンター美濃店,501-3753 岐阜県美濃市松森上竹下200番地 サピーショッピングセンター,https://network.mobile.rakuten.co.jp/shop-detail/8866/,8866,2025-10-20,35.53087644599665,136.9054146,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル ジョーシンギア各務原イオンモール店,504-0943 岐阜県各務原市那加萱場町3丁目8 イオンモール各務原3F,https://network.mobile.rakuten.co.jp/shop-detail/2091/,2091,2017-03-30,35.392359,136.823224,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル バロー大垣南店,503-0932 岐阜県大垣市本今町字西ノ側1639-1 バロー大垣南 1F,https://network.mobile.rakuten.co.jp/shop-detail/8757/,8757,2026-01-21,35.33906038761612,136.6128776097823,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル プラティ多治見店,507-0033 岐阜県多治見市本町1丁目122 プラティ多治見2F 203-3a区画,https://network.mobile.rakuten.co.jp/shop-detail/8724/,8724,2025-09-08,35.33460141197914,137.1211522,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル モレラ岐阜店,501-0406 岐阜県本巣市三橋1100 モレラ岐阜 １F　ホワイトゲート東入口,https://network.mobile.rakuten.co.jp/shop-detail/1971/,1971,2017-02-17,35.455675,136.673797,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル ヨシヅヤ可児店,509-0203 岐阜県可児市下恵土5750 ヨシヅヤ可児店 1F,https://network.mobile.rakuten.co.jp/shop-detail/1106/,1106,2025-11-26,35.41491346007095,137.0504021844452,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル ラスパ御嵩店,505-0126 岐阜県可児郡御嵩町上恵土1052-1 ラスパ御嵩　1F,https://network.mobile.rakuten.co.jp/shop-detail/8968/,8968,2025-11-09,35.433972,137.070517,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル ルビットタウン高山店,506-0054 岐阜県高山市岡本町3丁目18-2 2F エレベーター前,https://network.mobile.rakuten.co.jp/shop-detail/8756/,8756,2025-10-16,36.14943365246345,137.24708585490367,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル ルビットタウン中津川店,508-0034 岐阜県中津川市淀川町3-8 ルビットタウン中津川 2F 203区画,https://network.mobile.rakuten.co.jp/shop-detail/1436/,1436,2026-06-05,35.497836,137.507657,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東海,岐阜県,楽天モバイル 平和堂高富店,501-2113 岐阜県山県市高木1473 平和堂高富店 1F,https://network.mobile.rakuten.co.jp/shop-detail/1350/,1350,2025-12-25,35.50508918,136.7898978,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,エディオン 宮崎本店,880-0905 宮崎県宮崎市中村西3丁目94-1,https://network.mobile.rakuten.co.jp/shop-detail/2331/,2331,2017-05-31,31.895382,131.416242,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,エディオン 都城吉尾店,885-0006 宮崎県都城市吉尾町6099,https://network.mobile.rakuten.co.jp/shop-detail/5411/,5411,2018-12-14,31.756511,131.084377,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,ケーズデンキ クロスモール花ケ島店,880-0036 宮崎県宮崎市花ケ島町鴨ノ丸826-3,https://network.mobile.rakuten.co.jp/shop-detail/1386/,1386,2026-01-29,31.9551455,131.4360526,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,テックランド宮崎花ヶ島店,880-0036 宮崎県宮崎市花ヶ島町瀬々町2600,https://network.mobile.rakuten.co.jp/shop-detail/8630/,8630,2025-08-09,31.9481011598134,131.4301093511866,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,テックランド都城店,885-0006 宮崎県都城市吉尾町1-1,https://network.mobile.rakuten.co.jp/shop-detail/8859/,8859,2025-10-25,31.751583498050117,131.07887103151506,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,ベスト電器 都城店,885-0023 宮崎県都城市栄町4672-5,https://network.mobile.rakuten.co.jp/shop-detail/8407/,8407,2022-07-08,31.73544811,131.0811666,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,楽天モバイル イオンモール宮崎店,880-0834 宮崎県宮崎市新別府町江口862-1 2F,https://network.mobile.rakuten.co.jp/shop-detail/8515/,8515,2024-09-30,31.923347,131.456394,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,楽天モバイル イオンモール都城駅前店,885-0023 宮崎県都城市栄町4672-5 イオンモール都城駅前 2F 区画201A,https://network.mobile.rakuten.co.jp/shop-detail/8621/,8621,2025-07-28,31.735167200175752,131.07995373344525,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,楽天モバイル イオン延岡SC店,882-0847 宮崎県延岡市旭町2丁目2-1 イオン延岡 1F,https://network.mobile.rakuten.co.jp/shop-detail/8429/,8429,2022-08-26,32.57313833,131.6701947,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,楽天モバイル イオン都城SC店,885-0055 宮崎県都城市早鈴町1990 イオン都城ショッピングセンター,https://network.mobile.rakuten.co.jp/shop-detail/8802/,8802,2025-09-30,31.71490336983066,131.0758396234662,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,楽天モバイル サピア日南ショッピングセンター店,887-0005 宮崎県日南市材木町4-1 サピア日南ショッピングセンター,https://network.mobile.rakuten.co.jp/shop-detail/8971/,8971,2025-11-13,31.586659,131.401281,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,楽天モバイル 延岡駅前店,882-0053 宮崎県延岡市幸町3-4420,https://network.mobile.rakuten.co.jp/shop-detail/1324/,1324,2025-12-24,32.58986434358352,131.67225363344707,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,楽天モバイル 宮崎吉村店,880-0841 宮崎県宮崎市吉村町北原甲1430-1,https://network.mobile.rakuten.co.jp/shop-detail/8702/,8702,2025-08-30,31.92096781701367,131.44196824672133,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,楽天モバイル 恒久店,880-0916 宮崎県宮崎市恒久735-1,https://network.mobile.rakuten.co.jp/shop-detail/1128/,1128,2025-11-29,31.88386526285579,131.42659105955525,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,九州,宮崎県,楽天モバイル 清武店,889-1603 宮崎県宮崎市清武町正手3丁目22,https://network.mobile.rakuten.co.jp/shop-detail/1250/,1250,2025-12-12,31.861639439108238,131.38550271858904,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,Tecc LIFE SELECT 仙台あすと長町店,982-0007 宮城県仙台市太白区あすと長町3丁目1-29,https://network.mobile.rakuten.co.jp/shop-detail/8455/,8455,2022-11-03,38.221200,140.885535,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 佐沼店,987-0404 宮城県登米市南方町新丸ノ内61,https://network.mobile.rakuten.co.jp/shop-detail/8442/,8442,2022-10-01,38.68561823,141.185282,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 石巻本店,986-0861 宮城県石巻市恵み野2丁目15-4,https://network.mobile.rakuten.co.jp/shop-detail/4431/,4431,2018-09-06,38.445481,141.272278,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 仙台港店,983-0013 宮城県仙台市宮城野区中野3丁目5-4,https://network.mobile.rakuten.co.jp/shop-detail/3701/,3701,2018-06-21,38.271952,140.988612,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 仙台荒井店,984-0017 宮城県仙台市若林区なないろの里3丁目4-8,https://network.mobile.rakuten.co.jp/shop-detail/8420/,8420,2022-08-01,38.23916362,140.9325548,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 仙台西店,989-3204 宮城県仙台市青葉区南吉成7丁目1-1,https://network.mobile.rakuten.co.jp/shop-detail/8324/,8324,2022-04-25,38.28411057,140.8161204,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 仙台太白店,982-0818 宮城県仙台市太白区山田新町33,https://network.mobile.rakuten.co.jp/shop-detail/2501/,2501,2017-07-20,38.217388,140.835636,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 仙台南店,981-1222 宮城県名取市上余田字千刈田466,https://network.mobile.rakuten.co.jp/shop-detail/8606/,8606,2025-08-01,38.18674649648397,140.89203969669006,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 仙台北店,981-3137 宮城県仙台市泉区大沢2丁目5-2,https://network.mobile.rakuten.co.jp/shop-detail/1331/,1331,2016-05-12,38.352850,140.875793,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 大河原店,989-1225 宮城県柴田郡大河原町字広表36-2,https://network.mobile.rakuten.co.jp/shop-detail/8356/,8356,2022-06-01,38.04629859,140.7174504,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 大崎古川店,989-6136 宮城県大崎市古川穂波2丁目9-15,https://network.mobile.rakuten.co.jp/shop-detail/4001/,4001,2018-07-26,38.567240,140.943896,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 東仙台店,983-0833 宮城県仙台市宮城野区東仙台4丁目14-5,https://network.mobile.rakuten.co.jp/shop-detail/3991/,3991,2018-07-26,38.277758,140.908316,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
rakuten,東北,宮城県,ケーズデンキ 利府店,981-0111 宮城県宮城郡利府町加瀬字新前谷地47,https://network.mobile.rakuten.co.jp/shop-detail/1058/,1058,2025-11-28,38.32843754345508,140.97571961091916,https://network.mobile.rakuten.co.jp/shopmaster-public/v1/shops,2026-08-17
