キャリア,地域,都道府県,店名,住所,URL,スラッグ,緯度,経度,取得元,取得日
uqmobile,東海,岐阜県,UQスポット イオンモール大垣,岐阜県 大垣市 外野２丁目１００ イオンモール大垣内２Ｆ,https://www.uqwimax.jp/mobile/shoplist/N31215U/,uq-mobile-n31215u,35.336738,136.613998,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,東海,岐阜県,ワイモバイルイオンモール大垣,503-0933 岐阜県大垣市外野2丁目100 イオンモール大垣内1F,https://www.ymobile.jp/shop/detail/W9FF/,ymobile-w9ff,35.3367407,136.6140595,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,岐阜県,ワイモバイルモレラ岐阜,501-0406 岐阜県本巣市三橋1100 モレラ岐阜1F,https://www.ymobile.jp/shop/detail/W0IN/,ymobile-w0in,35.455317,136.673051,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,岐阜県,ワイモバイルラスパ御嵩,505-0126 岐阜県可児郡御嵩町上恵土1052‐1 ラスパ御嵩,https://www.ymobile.jp/shop/detail/W14M/,ymobile-w14m,35.434372,137.070585,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東海,岐阜県,ワイモバイル関マーゴ,501-3936 岐阜県関市倉知516 サンサンシティマーゴ2F,https://www.ymobile.jp/shop/detail/W285/,ymobile-w285,35.47804558,136.9001957,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,九州,宮崎県,イオンモバイル延岡,882-0847 宮崎県延岡市旭町2丁目2-1,https://aeonmobile.jp/shoplist/nobeoka/,aeon-mobile-nobeoka,32.57234268103431,131.66789871495075,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,九州,宮崎県,イオンモバイル宮崎,880-0834 宮崎県宮崎市新別府町江口862-1,https://aeonmobile.jp/shoplist/miyazaki/,aeon-mobile-miyazaki,31.92352238123811,131.452366114933,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,九州,宮崎県,イオンモバイル都城,885-0055 宮崎県都城市早鈴町1990,https://aeonmobile.jp/shoplist/miyakonojo/,aeon-mobile-miyakonojo,31.7146660813058,131.0737153149273,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,九州,宮崎県,UQスポット イオンモール都城駅前,宮崎県 都城市 栄町４６７２－５ イオンモール都城駅前２Ｆ,https://www.uqwimax.jp/mobile/shoplist/Q09092C/,uq-mobile-q09092c,31.735327,131.079843,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,九州,宮崎県,ワイモバイルエディオン宮崎本店,880-0905 宮崎県宮崎市中村西3丁目94‐1,https://www.ymobile.jp/shop/detail/W111/,ymobile-w111,31.8954,131.416311,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,東北,宮城県,イオンモバイル新利府,981-0114 宮城県宮城郡利府町新中道3丁目1－1,https://aeonmobile.jp/shoplist/rifu/,aeon-mobile-rifu,38.32168407185276,140.96971177578197,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東北,宮城県,イオンモバイル石巻,986-0866 宮城県石巻市茜平4丁目104番地,https://aeonmobile.jp/shoplist/ishinomaki/,aeon-mobile-ishinomaki,38.44807537964252,141.26378421512712,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東北,宮城県,イオンモバイル仙台幸町,983-0836 宮城県仙台市宮城野区幸町5丁目10番1号,https://aeonmobile.jp/shoplist/sendaisaiwaicho/,aeon-mobile-sendaisaiwaicho,38.27341537967184,140.90089661512147,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東北,宮城県,イオンモバイル仙台中山,981-3213 宮城県仙台市泉区南中山1-35-40,https://aeonmobile.jp/shoplist/sendainakayama/,aeon-mobile-sendainakayama,38.29788187966757,140.82506351512237,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東北,宮城県,イオンモバイル富谷,981-3329 宮城県富谷市大清水1丁目33-1,https://aeonmobile.jp/shoplist/tomiya/,aeon-mobile-tomiya,38.36477667965629,140.87306151512456,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,東北,宮城県,イオンモバイル名取,981-1294 宮城県名取市杜せきのした5丁目3番地の1,https://aeonmobile.jp/shoplist/natori/,aeon-mobile-natori,38.16391797969042,140.892922415118,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,東北,宮城県,UQスポット イオンモール新利府南館,宮城県 宮城郡利府町 新中道３－１－１ イオンモール新利府 南館３階,https://www.uqwimax.jp/mobile/shoplist/T443U01/,uq-mobile-t443u01,38.321935,140.972308,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,東北,宮城県,UQスポット イオン仙台中山,宮城県 仙台市泉区 南中山１丁目３５－４０ イオン仙台中山３Ｆ,https://www.uqwimax.jp/mobile/shoplist/T443U02/,uq-mobile-t443u02,38.297895,140.827181,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,東北,宮城県,ワイモバイルイオンモール石巻,986-0866 宮城県石巻市茜平4丁目104 イオンモール石巻1F,https://www.ymobile.jp/shop/detail/W0ML/,ymobile-w0ml,38.4474748,141.2650246,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東北,宮城県,ワイモバイルケーズデンキ石巻本店,986-0868 宮城県石巻市恵み野2丁目15‐4,https://www.ymobile.jp/shop/detail/W207/,ymobile-w207,38.445452,141.271979,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東北,宮城県,ワイモバイルケーズデンキ仙台港店,983-0013 宮城県仙台市宮城野区中野3丁目5番地の4,https://www.ymobile.jp/shop/detail/W12M/,ymobile-w12m,38.271988,140.988751,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東北,宮城県,ワイモバイルケーズデンキ仙台太白店,982-0818 宮城県仙台市太白区山田新町33 ケーズデンキ仙台太白 1F,https://www.ymobile.jp/shop/detail/W15J/,ymobile-w15j,38.217336,140.835374,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東北,宮城県,ワイモバイルケーズデンキ仙台南店,981-1222 宮城県名取市上余田字千刈田466,https://www.ymobile.jp/shop/detail/W12L/,ymobile-w12l,38.186577,140.891747,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東北,宮城県,ワイモバイルケーズデンキ大崎古川本店,989-6136 宮城県大崎市古川穂波2丁目9‐15,https://www.ymobile.jp/shop/detail/W15I/,ymobile-w15i,38.567267,140.944089,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東北,宮城県,ワイモバイルケーズデンキ東仙台店,983-0833 宮城県仙台市宮城野区東仙台4丁目14‐5,https://www.ymobile.jp/shop/detail/W0XB/,ymobile-w0xb,38.27789,140.908275,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東北,宮城県,ワイモバイルコジマ×ビックカメライオンモール名取店,981-1227 宮城県名取市杜せきのした5丁目3‐1,https://www.ymobile.jp/shop/detail/W0XP/,ymobile-w0xp,38.163649,140.896697,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東北,宮城県,ワイモバイルヨドバシカメラマルチメディア仙台,983-0852 宮城県仙台市宮城野区榴岡1丁目3‐1,https://www.ymobile.jp/shop/detail/W95J/,ymobile-w95j,38.2591834148137,140.88389774743402,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,東北,宮城県,ワイモバイルララガーデン長町,982-0011 宮城県仙台市太白区長町7丁目20‐5 ララガーデン長町2F,https://www.ymobile.jp/shop/detail/W09A/,ymobile-w09a,38.225195,140.875893,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,近畿,京都府,イオンモバイル久御山,613-0024 京都府久世郡久御山町森南大内156-1,https://aeonmobile.jp/shoplist/kumiyama/,aeon-mobile-kumiyama,34.89369998038539,135.74455231501742,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,近畿,京都府,イオンモバイル京都桂川,601-8211 京都府京都市南区久世高田町376番1,https://aeonmobile.jp/shoplist/kyotokatsuragawa/,aeon-mobile-kyotokatsuragawa,34.963663980367855,135.7069431150196,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,近畿,京都府,イオンモバイル京都洛南,601-8327 京都市南区吉祥院御池町31,https://aeonmobile.jp/shoplist/kyotorakunan/,aeon-mobile-kyotorakunan,34.97557398036489,135.73434231501972,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,近畿,京都府,イオンモバイル高の原,619-0223 京都府木津川市相楽台1-1-1,https://aeonmobile.jp/shoplist/takanohara/,aeon-mobile-takanohara,34.72597158042794,135.78781141501264,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,近畿,京都府,UQスポット ＭＯＭＯテラス六地蔵,京都府 京都市伏見区 桃山町山ノ下３２,https://www.uqwimax.jp/mobile/shoplist/KC89007/,uq-mobile-kc89007,34.937367,135.795004,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,近畿,京都府,UQスポット イオン京都洛南ＳＣ,京都府 京都市南区 吉祥院御池町３１ イオン京都洛南ショッピングセンター２Ｆ,https://www.uqwimax.jp/mobile/shoplist/K433110/,uq-mobile-k433110,34.975581,135.735907,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,近畿,京都府,ワイモバイルMOMOテラス六地蔵,612-8002 京都府京都市伏見区桃山町山ノ下32 MOMOテラス2F,https://www.ymobile.jp/shop/detail/W47T/,ymobile-w47t,34.937548,135.7948284,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,近畿,京都府,ワイモバイルヨドバシカメラマルチメディア京都,600-8216 京都府京都市下京区烏丸通七条下る東塩小路町590‐2,https://www.ymobile.jp/shop/detail/W95M/,ymobile-w95m,34.988537,135.759172,https://www.ymobile.jp/shop/api_json.php,2026-08-19
uqmobile,九州,熊本県,UQスポット イオンモール熊本,熊本県 上益城郡嘉島町 大字上島字長池２２３２ イオンモール熊本 ２階,https://www.uqwimax.jp/mobile/shoplist/Q011065/,uq-mobile-q011065,32.737624,130.745545,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,九州,熊本県,ワイモバイルゆめタウンはません,862-0965 熊本県熊本市南区田井島1丁目2‐1 ゆめタウンはません1F,https://www.ymobile.jp/shop/detail/W0XN/,ymobile-w0xn,32.771586,130.726496,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,関東,群馬県,イオンモバイル高崎,370-3521 群馬県高崎市棟高町1400番地,https://aeonmobile.jp/shoplist/takasaki/,aeon-mobile-takasaki,36.390554680034896,139.00452931503335,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,群馬県,イオンモバイル太田,373-0808 群馬県太田市石原町81,https://aeonmobile.jp/shoplist/ota/,aeon-mobile-ota,36.294763730055735,139.39819546503043,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,関東,群馬県,UQスポット 高崎オーパ,群馬県 高崎市 八島町４６－１ 高崎オーパ６Ｆ,https://www.uqwimax.jp/mobile/shoplist/E369UQ1/,uq-mobile-e369uq1,36.323394,139.011203,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,関東,群馬県,ワイモバイルスマーク伊勢崎,379-2224 群馬県伊勢崎市西小保方町368 スマーク伊勢崎1階,https://www.ymobile.jp/shop/detail/W0M6/,ymobile-w0m6,36.340056,139.231944,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,群馬県,ワイモバイル桐生,376-0011 群馬県桐生市相生町1丁目319‐13,https://www.ymobile.jp/shop/detail/WA3V/,ymobile-wa3v,36.40403736,139.3164056,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,群馬県,ワイモバイル太田中央,373-0033 群馬県太田市西本町56‐1,https://www.ymobile.jp/shop/detail/W07J/,ymobile-w07j,36.293783,139.360502,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,中国,広島県,アップルプレミアムリセラー NEWCOM 広島府中店,735-8577 広島県安芸郡府中町大須2-1-1イオンモール広島府中1F,https://aeonmobile.jp/shoplist/newcomhiroshimafuchuu/,aeon-mobile-newcomhiroshimafuchuu,34.3946643,132.499303,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,中国,広島県,イオンモバイル広島祇園,731-0196 広島県広島市安佐南区祇園3丁目2-1,https://aeonmobile.jp/shoplist/hiroshimagion/,aeon-mobile-hiroshimagion,34.44297458050142,132.45905921500417,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,中国,広島県,イオンモバイル広島府中,735-8577 広島県安芸郡府中町大須2丁目1-1,https://aeonmobile.jp/shoplist/hiroshimafuchuu/,aeon-mobile-hiroshimafuchuu,34.39526268051405,132.49632181500274,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,中国,広島県,イオン三原店,723-0014 広島県三原市城町2-13-1,https://aeonmobile.jp/shoplist/mihara/,aeon-mobile-mihara,34.39881309935018,133.08455837630845,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,中国,広島県,UQスポット イオンモール広島祇園,広島県 広島市安佐南区 祇園３丁目２－１ イオンモール広島祇園２Ｆ,https://www.uqwimax.jp/mobile/shoplist/CK01047/,uq-mobile-ck01047,34.444171,132.461694,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,中国,広島県,UQスポット イオンモール広島府中,広島県 安芸郡府中町 大須２－１－１,https://www.uqwimax.jp/mobile/shoplist/CK01044/,uq-mobile-ck01044,34.394417,132.499403,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,中国,広島県,UQスポット フジグラン神辺,広島県 福山市 神辺町大字新道上字二丁目１０－２６,https://www.uqwimax.jp/mobile/shoplist/C005247/,uq-mobile-c005247,34.545246,133.356995,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,中国,広島県,UQスポット ゆめタウン廿日市,広島県 廿日市市 下平良２丁目２－１ ゆめタウン廿日市３階,https://www.uqwimax.jp/mobile/shoplist/CK01045/,uq-mobile-ck01045,34.345619,132.335799,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,中国,広島県,UQスポット ゆめタウン福山,広島県 福山市 入船町３丁目１－６０ ゆめタウン福山２階,https://www.uqwimax.jp/mobile/shoplist/C005250/,uq-mobile-c005250,34.487033,133.378666,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,中国,広島県,ワイモバイルイオンモール広島府中,735-0021 広島県安芸郡府中町大須2丁目1‐1 イオンモール広島府中2F,https://www.ymobile.jp/shop/detail/W9GY/,ymobile-w9gy,34.394718,132.499466,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,中国,広島県,ワイモバイルエディオン広島本店,730-0031 広島県広島市中区紙屋町2丁目1‐18,https://www.ymobile.jp/shop/detail/W0UF/,ymobile-w0uf,34.395375,132.456118,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,中国,広島県,ワイモバイルエディオン廿日市店,738-0024 広島県廿日市市新宮1丁目9‐34,https://www.ymobile.jp/shop/detail/W0YG/,ymobile-w0yg,34.350012,132.330371,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,中国,広島県,ワイモバイルフジグラン東広島,739-0024 広島県東広島市西条町御薗宇4405 フジグラン東広島2F,https://www.ymobile.jp/shop/detail/W0FG/,ymobile-w0fg,34.408154,132.749904,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,四国,香川県,イオンモバイル高松,761-8012 香川県高松市香西本町1番1,https://aeonmobile.jp/shoplist/takamatsu/,aeon-mobile-takamatsu,34.351849480525566,134.00122611500154,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,四国,香川県,UQスポット ゆめタウン丸亀,香川県 丸亀市 新田町１５０ ゆめタウン丸亀２Ｆ,https://www.uqwimax.jp/mobile/shoplist/S062019/,uq-mobile-s062019,34.273252,133.785332,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,四国,香川県,UQスポット ゆめタウン高松,香川県 高松市 三条町６０８－１ ゆめタウン高松 １Ｆ,https://www.uqwimax.jp/mobile/shoplist/S062020/,uq-mobile-s062020,34.316902,134.041628,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,四国,香川県,ワイモバイルエディオンゆめタウン高松店,761-8056 香川県高松市上天神町字高田362‐1 ゆめタウン高松南館,https://www.ymobile.jp/shop/detail/W0XR/,ymobile-w0xr,34.315124,134.041647,https://www.ymobile.jp/shop/api_json.php,2026-08-19
aeonmobile,四国,高知県,イオンモバイル高知,780-0026 高知県高知市秦南町1-4-8,https://aeonmobile.jp/shoplist/kochi/,aeon-mobile-kochi,33.57746658073774,133.5401713149792,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,四国,高知県,UQスポット 帯屋町,高知県 高知市 帯屋町１丁目１－１４,https://www.uqwimax.jp/mobile/shoplist/S415036/,uq-mobile-s415036,33.560874,133.542295,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,四国,高知県,UQスポット 百石,高知県 高知市 百石町３丁目１０－２４,https://www.uqwimax.jp/mobile/shoplist/S415041/,uq-mobile-s415041,33.546106,133.544965,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
aeonmobile,九州,佐賀県,イオンモバイル佐賀大和,840-0201 佐賀県佐賀市大和町大字尼寺3535,https://aeonmobile.jp/shoplist/sagayamato/,aeon-mobile-sagayamato,33.304132980816114,130.27843231497144,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,九州,佐賀県,UQスポット ゆめタウン佐賀,佐賀県 佐賀市 兵庫北５丁目１４－１ ゆめタウン佐賀１Ｆ,https://www.uqwimax.jp/mobile/shoplist/Q062014/,uq-mobile-q062014,33.274941,130.307634,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
aeonmobile,関東,埼玉県,アップルプレミアムリセラー NEWCOM レイクタウンkaze店,343-0828 埼玉県越谷市レイクタウン4丁目2番地2イオンモールレイクタウンkaze2F,https://aeonmobile.jp/shoplist/newcomlaketown/,aeon-mobile-newcomlaketown,35.87702402671748,139.82180305159423,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイルレイクタウン,343-0828 埼玉県越谷市レイクタウン3-1-1,https://aeonmobile.jp/shoplist/laketown/,aeon-mobile-laketown,35.8822001,139.829035,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイル羽生,348-0039 埼玉県羽生市川崎2丁目281番地3,https://aeonmobile.jp/shoplist/hanyu/,aeon-mobile-hanyu,36.14232668008937,139.54163801502563,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイル浦和美園,336-8760 埼玉県さいたま市緑区美園5丁目50番地1,https://aeonmobile.jp/shoplist/urawamisono/,aeon-mobile-urawamisono,35.89099423014586,139.72901431501793,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイル熊谷,360-0815 埼玉県熊谷市本石2-135,https://aeonmobile.jp/shoplist/kumagaya/,aeon-mobile-kumagaya,36.145443780088584,139.3766736150259,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイル春日部,344-0122 埼玉県春日部市下柳420-1,https://aeonmobile.jp/shoplist/kasukabe/,aeon-mobile-kasukabe,35.98813813012394,139.78686361502093,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイル川口前川,333-0842 埼玉県川口市前川1-1-11,https://aeonmobile.jp/shoplist/kawaguchimaekawa/,aeon-mobile-kawaguchimaekawa,35.83389578015896,139.70503056501624,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイル大井,356-0050 埼玉県ふじみ野市ふじみ野1-2-1,https://aeonmobile.jp/shoplist/ooi/,aeon-mobile-ooi,35.85996759999999,139.51321501462786,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイル大宮,331-0825 埼玉県さいたま市北区櫛引町2-574-1,https://aeonmobile.jp/shoplist/omiya/,aeon-mobile-omiya,35.92320658013856,139.60724851501902,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイル入間,358-0013 埼玉県入間市上藤沢462-1,https://aeonmobile.jp/shoplist/iruma/,aeon-mobile-iruma,35.82175830797554,139.39533105199249,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイル北戸田,335-0032 埼玉県戸田市美女木東1-3-1,https://aeonmobile.jp/shoplist/kitatoda/,aeon-mobile-kitatoda,35.8265735301607,139.650522965016,https://aeonmobile.jp/shoplist/data.json,2026-08-19
aeonmobile,関東,埼玉県,イオンモバイル与野,338-0004 埼玉県さいたま市中央区本町西5丁目2番9号,https://aeonmobile.jp/shoplist/yono/,aeon-mobile-yono,35.892173680145696,139.61203691501805,https://aeonmobile.jp/shoplist/data.json,2026-08-19
uqmobile,関東,埼玉県,UQスポット イオンモール羽生,埼玉県 羽生市 川崎２丁目２８１－３ イオンモール羽生 ３階,https://www.uqwimax.jp/mobile/shoplist/E369UQ2/,uq-mobile-e369uq2,36.142863,139.542037,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,関東,埼玉県,UQスポット イオンレイクタウン,埼玉県 越谷市 レイクタウン３丁目１番地１ ｍｏｒｉ棟 ３Ｆ,https://www.uqwimax.jp/mobile/shoplist/E209079/,uq-mobile-e209079,35.880386,139.828196,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,関東,埼玉県,UQスポット コクーンシティさいたま新都心,埼玉県 さいたま市大宮区 吉敷町４丁目２６７－２ コクーン１西館１階,https://www.uqwimax.jp/mobile/shoplist/E045UQ1/,uq-mobile-e045uq1,35.896281,139.634751,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,関東,埼玉県,UQスポット モラージュ菖蒲,埼玉県 久喜市 菖蒲町菖蒲６００５番地１,https://www.uqwimax.jp/mobile/shoplist/E328UQ1/,uq-mobile-e328uq1,36.075102,139.611895,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,関東,埼玉県,UQスポット ララガーデン春日部,埼玉県 春日部市 南１丁目１番１ ララガーデン春日部２階,https://www.uqwimax.jp/mobile/shoplist/E005UQ5/,uq-mobile-e005uq5,35.977155,139.755317,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,関東,埼玉県,UQスポット ららぽーと新三郷,埼玉県 三郷市 新三郷ららシティ３丁目１番１号 ららぽーと新三郷１階,https://www.uqwimax.jp/mobile/shoplist/E005UQ3/,uq-mobile-e005uq3,35.859459,139.866404,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
uqmobile,関東,埼玉県,UQスポット 和光,埼玉県 和光市 本町５－６ 柳瀬ビル１Ｆ,https://www.uqwimax.jp/mobile/shoplist/E324UQ1/,uq-mobile-e324uq1,35.788502,139.611198,https://www.uqwimax.jp/mobile/shoplist/shoplist.json,2026-08-19
ymobile,関東,埼玉県,ワイモバイルアリオ深谷,366-0052 埼玉県深谷市上柴町西4丁目2 アリオ深谷店2F,https://www.ymobile.jp/shop/detail/W9T1/,ymobile-w9t1,36.181353,139.298949,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルアリオ鷲宮,340-0212 埼玉県久喜市久本寺谷田7‐1 アリオ鷲宮,https://www.ymobile.jp/shop/detail/W9SB/,ymobile-w9sb,36.07863,139.661521,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルイオンモール羽生,348-0039 埼玉県羽生市川崎2丁目281‐3 イオンモール羽生1F,https://www.ymobile.jp/shop/detail/W999/,ymobile-w999,36.143082,139.5421,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルイオンモール春日部,344-0122 埼玉県春日部市下柳420‐1 イオンモール春日部3階,https://www.ymobile.jp/shop/detail/W59B/,ymobile-w59b,35.988009,139.788773,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルイオンモール与野,338-0004 埼玉県さいたま市中央区本町西5丁目2‐9 イオン与野ショッピングセンター2階,https://www.ymobile.jp/shop/detail/W9HI/,ymobile-w9hi,35.891016,139.614844,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルウニクス南古谷,350-0026 埼玉県川越市泉町3‐1 ウニクス南古谷,https://www.ymobile.jp/shop/detail/WA1G/,ymobile-wa1g,35.90608,139.512642,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルエディオンららぽーと新三郷店,341-0009 埼玉県三郷市新三郷ららシティ3丁目1‐1 ららぽーと新三郷,https://www.ymobile.jp/shop/detail/W12X/,ymobile-w12x,35.858083,139.867303,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルケーズデンキピオニウォーク東松山,355-0048 埼玉県東松山市あずま町4丁目5,https://www.ymobile.jp/shop/detail/W12J/,ymobile-w12j,36.003615,139.409134,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルケーズデンキ埼大通り店,338-0823 埼玉県さいたま市桜区栄和4丁目10番18号,https://www.ymobile.jp/shop/detail/WA5X/,ymobile-wa5x,35.868972,139.6172,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルケーズデンキ鶴ヶ島インター店,350-2211 埼玉県鶴ヶ島市脚折町5丁目1番34号,https://www.ymobile.jp/shop/detail/WA3U/,ymobile-wa3u,35.9479545,139.3956535,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルジョーシン浦和美園イオンモール店,336-0967 埼玉県さいたま市緑区美園5丁目50番地1 イオンモール浦和美園1F,https://www.ymobile.jp/shop/detail/W9FL/,ymobile-w9fl,35.889431,139.731949,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルそよら武蔵狭山,350-1305 埼玉県狭山市入間川3丁目31‐5 そよら武蔵狭山2F,https://www.ymobile.jp/shop/detail/WACO/,ymobile-waco,35.86017924,139.4064054,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルノジマレイクタウン店,343-0828 埼玉県越谷市レイクタウン3丁目1‐1 イオンレイクタウンmori 1階,https://www.ymobile.jp/shop/detail/W951/,ymobile-w951,35.881531,139.828191,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルノジマ所沢本店,359-1148 埼玉県所沢市小手指台5‐4,https://www.ymobile.jp/shop/detail/W20N/,ymobile-w20n,35.791206,139.444473,https://www.ymobile.jp/shop/api_json.php,2026-08-19
ymobile,関東,埼玉県,ワイモバイルフレスポ八潮,340-0822 埼玉県八潮市大瀬1丁目1‐3 フレスポ八潮2階,https://www.ymobile.jp/shop/detail/W1EV/,ymobile-w1ev,35.808691,139.844329,https://www.ymobile.jp/shop/api_json.php,2026-08-19
